,url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
4854,/fighter/John-Ott-25856,John Ott,,07/08/1987,34.0,,"Blue Springs, Missouri",United States,"5'11""",200 lbs,K2L Grindhouse,Light Heavyweight,8,2,3,3,,8,2,2,4,
4855,/fighter/Dorian-Price-9786,Dorian Price,,20/08/1977,43.0,,"Columbus, Ohio",United States,"6'3""",155 lbs,Team Jorge Gurgel,Lightweight,8,1,6,0,1.0,8,1,4,0,0.0
4856,/fighter/Nick-Bustamante-72288,Nick Bustamante,The Brick,,,,"Fresno, California",United States,"5'9""",170 lbs,Dethrone Base Camp,Welterweight,5,1,3,1,,5,2,0,1,
4857,/fighter/Bobby-Cooper-68351,Bobby    Cooper,Super Duper,13/06/1986,35.0,,"Knob Noster, Missouri",United States,"6'1""",170 lbs,Glory MMA & Fitness,Welterweight,13,1,3,9,,13,1,0,7,
4858,/fighter/DJ-Linderman-30279,D.J. Linderman,Da Protege,01/09/1983,37.0,,"Yreka, California",United States,"6'1""",249 lbs,Dosomthin Athletics,Heavyweight,22,6,7,9,,22,8,1,9,
4859,/fighter/Tom-Green-103835,Tom Green,K9,,,,"East Grinstead, West Sussex",England,"0'0""",155 lbs,Kinetics Fight Academy,Lightweight,13,6,6,1,,13,2,0,1,
4860,/fighter/Shana-Dobson-222841,Shana Dobson,Danger,30/03/1989,32.0,,"Arlington, Texas",United States,"5'6""",125 lbs,Elevation Fight Team,Flyweight,4,2,0,2,,4,2,0,3,
4861,/fighter/Andrey-Koreshkov-74221,Andrey Koreshkov,Spartan,23/08/1990,30.0,,Omsk,Russia,"6'0""",171 lbs,Storm Shlemenko Fight Team,Welterweight,23,12,4,7,,23,2,1,1,
4862,/fighter/Ryan-LaFlare-34409,Ryan LaFlare,,01/10/1983,37.0,,"Lindenhurst, New York",United States,"6'1""",170 lbs,Long Island MMA,Welterweight,14,4,3,7,,14,2,0,1,
4863,/fighter/Brylan-Van-Artsdalen-42039,Brylan Van Artsdalen,,14/08/1984,36.0,,"Palmyra, Pennsylvania",United States,"5'8""",146 lbs,Daddis Fight Camps,Featherweight,9,1,8,0,,9,0,12,0,
4864,/fighter/Cris-Lencioni-213799,Cris Lencioni,Sunshine,28/07/1994,27.0,,"Portland, Oregon",United States,"5'10""",145 lbs,Gracie Barra Portland,Featherweight,7,0,4,3,,7,0,0,2,
4865,/fighter/Mike-Andaya-105095,Mike Andaya,,,,,"Escondido, California",United States,"5'9""",135 lbs,Team Xplode MMA,Bantamweight,2,1,0,1,,2,1,0,1,
4866,/fighter/Djatmiko-Waluyo-51126,Djatmiko Waluyo,,,,,"Mexico City, Federal District",Mexico,"5'10""",170 lbs,Bonebreakers Team,Welterweight,6,2,3,1,,6,0,1,0,
4867,/fighter/Bobby-Lee-229583,Bobby Lee,,11/01/1996,25.0,,"St. Cloud, Minnesota",United States,"5'9""",155 lbs,Start BJJ Minnesota,Lightweight,12,2,6,4,,12,0,2,4,
4868,/fighter/Askar-Askarov-149255,Askar Askarov,Bullet,09/10/1992,28.0,,"Khasavyurt, Dagestan",Russia,"5'5""",125 lbs,Fighting Eagle,Flyweight,14,4,7,3,,14,0,0,0,
4869,/fighter/Kevin-Asplund-29830,Kevin Asplund,Concrete,01/08/1975,46.0,,"Minneapolis, Minnesota",United States,"6'0""",260 lbs,Ambition Training Academy,Heavyweight,17,6,7,3,1.0,17,4,7,0,1.0
4870,/fighter/Orlando-Ortega-286173,Orlando Ortega,One Shot,,,,"New York, New York",United States,"5'9""",145 lbs,Team Demolition,Featherweight,0,0,0,0,,0,0,2,0,
4871,/fighter/Bubba-McDaniel-14600,Bubba McDaniel,The Menace,03/05/1983,38.0,,"Wichita Falls, Texas",United States,"6'3""",204 lbs,,Light Heavyweight,30,9,19,2,,30,3,6,1,
4872,/fighter/Michele-Ferreira-331553,Michele Ferreira,Ferra,,,,Ceara,Brazil,"5'3""",115 lbs,Impakt MMA Hong Kong,Strawweight,2,1,1,0,,2,0,1,1,
4873,/fighter/Ivanildo-Silva-Delfino-213771,Ivanildo Silva Delfino,Monstrinho,14/03/1990,31.0,,"Soure, Para",Brazil,"5'7""",125 lbs,Marajo Brothers Team,Flyweight,8,1,5,2,,8,0,1,1,
4874,/fighter/Daniel-Downes-41666,Daniel Downes,Danny Boy,08/04/1986,35.0,,"Milwaukee, Wisconsin",United States,"6'0""",155 lbs,Roufusport,Lightweight,8,5,1,2,,8,0,1,2,
4875,/fighter/Jeremy-Jackson-2651,Jeremy Jackson,The Scorpion,19/09/1982,38.0,,"Port Hueneme, California",United States,"5'10""",170 lbs,Team Freedom,Welterweight,9,6,2,1,,9,3,2,0,
4876,/fighter/Yaotzin-Meza-15937,Yaotzin Meza,,04/02/1981,40.0,,"Glendale, Arizona",United States,"5'9""",145 lbs,MMA Lab,Featherweight,22,5,8,9,,22,3,3,5,
4877,/fighter/Gina-Mazany-36287,Gina Mazany,Danger,19/08/1988,32.0,,"Anchorage, Alaska",United States,"5'6""",125 lbs,Xtreme Couture,Flyweight,7,3,2,2,,7,3,1,1,
4878,/fighter/Callum-Murrie-71872,Callum Murrie,Bundy,,,,Clackmannanshire,Scotland,"5'11""",145 lbs,Dinky Ninjas,Featherweight,5,0,4,1,,5,0,0,3,
4879,/fighter/Curtis-Millender-127439,Curtis Millender,Curtious,01/12/1987,33.0,,"San Bernardino, California",United States,"6'3""",170 lbs,CSW,Welterweight,18,6,0,12,,18,0,5,3,
4880,/fighter/Mike-Jackson-63272,Mike Jackson,The Truth,22/03/1985,36.0,,"Houston, Texas",United States,"6'2""",170 lbs,Main Street MMA,Welterweight,0,0,0,0,,0,0,1,0,
4881,/fighter/Almog-Shay-237129,Almog Shay,,,,,,Israel,"0'0""",135 lbs,,Bantamweight,2,0,2,0,,2,0,0,3,
4882,/fighter/Filip-Pejic-85664,Filip Pejic,Nitro,21/07/1992,29.0,,Zagreb,Croatia,"5'11""",145 lbs,American Top Team Zagreb,Featherweight,15,10,3,2,,15,2,2,1,
4883,/fighter/JeanPaul-Lebosnoyani-248169,Jean-Paul Lebosnoyani,The Lifeguard,,,,"Hermosa Beach, California",United States,"5'9""",170 lbs,No No's MMA Academy,Welterweight,3,1,2,0,,3,1,0,0,
4884,/fighter/Alexander-Volkanovski-101527,Alexander Volkanovski,The Great,29/09/1988,32.0,,"Windang, New South Wales",Australia,"5'6""",145 lbs,Freestyle Fighting Gym,Featherweight,22,11,3,8,,22,1,0,0,
4885,/fighter/Houston-Alexander-2352,Houston Alexander,The Assassin,22/03/1972,49.0,,"Omaha, Nebraska",United States,"6'0""",203 lbs,Grudge Training Center,Light Heavyweight,17,14,0,3,,17,10,2,4,
4886,/fighter/Duane-Ludwig-101,Duane Ludwig,Bang,04/08/1978,43.0,,"Denver, Colorado",United States,"5'10""",170 lbs,Grudge Training Center,Welterweight,21,14,2,5,,21,7,6,1,
4887,/fighter/Mac-Danzig-3396,Mac Danzig,,02/01/1980,41.0,,"Los Angeles, California",United States,"5'8""",155 lbs,Danzig MMA,Lightweight,22,5,11,6,,22,2,2,8,
4888,/fighter/Jordan-Lucas-125051,Jordan Lucas,Showtime,19/01/1994,27.0,,"Melbourne, Victoria",Australia,"5'8""",135 lbs,Team Nemesis MMA,Bantamweight,8,2,4,2,,8,0,2,0,
4889,/fighter/Diego-Garijo-19491,Diego Garijo,Dos Pistolas,,,,"San Diego, California",United States,"5'9""",155 lbs,Alliance MMA,Lightweight,7,2,4,1,,7,1,0,0,
4890,/fighter/Steven-Mann-91741,Steven Mann,The Professor,04/07/1990,31.0,,"St. Louis, Missouri",United States,"6'1""",170 lbs,,Welterweight,14,5,9,0,,14,2,4,0,
4891,/fighter/TJ-Jones-191665,T.J. Jones,Tombstone,,,,Missouri,United States,"0'0""",0 lbs,,,1,0,1,0,,1,0,2,0,
4892,/fighter/Chris-Pham-45885,Chris Pham,C-Lo,,,,"Baton Rouge, Louisiana",United States,"5'7""",139 lbs,Gracie United,Featherweight,5,1,3,1,,5,2,2,2,
4893,/fighter/Steve-Judson-233,Steve Judson,,,,,"Phoenix, Arizona",United States,"6'1""",220 lbs,,Heavyweight,0,0,0,0,,0,2,0,0,
4894,/fighter/Joey-Davis-228021,Joey Davis,Black Ice,29/12/1993,27.0,,"Compton, California",United States,"5'11""",170 lbs,Team Bodyshop,Welterweight,8,5,0,3,,8,0,0,0,
4895,/fighter/Frank-Mir-2329,Frank Mir,,24/05/1979,42.0,,"Las Vegas, Nevada",United States,"6'3""",262 lbs,Frank Mir Gym,Heavyweight,19,5,9,4,1.0,19,10,0,3,0.0
4896,/fighter/Eduardo-Novaes-244329,Eduardo Novaes,,26/07/1980,41.0,,Singapore,Brazil,"0'0""",145 lbs,Evolve MMA,Featherweight,0,0,0,0,,0,1,0,0,
4897,/fighter/Besam-Yousef-32445,Besam Yousef,,25/03/1985,36.0,,Gothenburg,Sweden,"5'11""",170 lbs,Gladius MMA,Welterweight,7,2,4,1,,7,0,2,2,
4898,/fighter/Garrett-Mueller-100377,Garrett Mueller,,29/01/1989,32.0,,"Jefferson City, Missouri",United States,"5'9""",155 lbs,,Lightweight,4,0,2,2,,4,4,1,2,
4899,/fighter/Cory-Galloway-93383,Cory Galloway,The People's Champ,,,,"Crystal Lake, Illinois",United States,"5'8""",135 lbs,Team Curran,Bantamweight,11,4,4,3,,11,2,3,5,
4900,/fighter/Andre-Winner-17034,Andre Winner,,09/11/1981,39.0,,"Leicester, Leicestershire",England,"5'11""",155 lbs,Team Rough House,Lightweight,22,4,4,14,,22,0,3,10,
4901,/fighter/Nick-Pica-110653,Nick Pica,The Silverback,,,,"Concord, California",United States,"5'10""",185 lbs,Team Black,Middleweight,5,2,2,1,,5,1,0,0,
4902,/fighter/Roberta-Samad-130981,Roberta Samad,Crush,22/04/1988,33.0,,"Sapucaia do Sul, Rio Grande do Sul",Brazil,"5'8""",145 lbs,Astra Fight Team,Featherweight,5,3,1,1,,5,0,0,1,
4903,/fighter/Michael-Fangki-210133,Michael  Fangki,,,,,,Philippines,"0'0""",145 lbs,Tribal Submission,Featherweight,2,1,0,1,,2,1,0,1,
4904,/fighter/Matt-Lindland-276,Matt Lindland,The Law,17/05/1970,51.0,,"Eagle Creek, Oregon",United States,"6'0""",185 lbs,Team Quest,Middleweight,22,9,6,6,1.0,22,4,4,1,0.0
4905,/fighter/Townsend-Saunders-189,Townsend Saunders,,16/07/1968,53.0,,"White Sands, New Mexico",United States,"5'5""",170 lbs,,Welterweight,0,0,0,0,,0,0,0,2,
4906,/fighter/Rami-Abuhav-247903,Rami Abuhav,,,,,,Israel,"0'0""",185 lbs,Gracie Humaita Israel,Middleweight,0,0,0,0,,0,1,0,0,
4907,/fighter/Paul-Bradley-19726,Paul Bradley,The Gentleman,13/06/1983,38.0,,"San Diego, California",United States,"5'9""",170 lbs,Alliance MMA,Welterweight,23,8,7,8,,23,3,0,7,
4908,/fighter/Brock-Lesnar-17522,Brock Lesnar,,12/07/1977,44.0,,"Webster, South Dakota",United States,"6'3""",265 lbs,Team Death Clutch,Heavyweight,5,3,1,1,,5,2,1,0,
4909,/fighter/Devante-Sewell-221211,Devante Sewell,The Grinder,14/08/1995,25.0,,"Atlanta, Georgia",United States,"5'7""",135 lbs,,Bantamweight,8,0,6,2,,8,1,2,2,
4910,/fighter/Jonathan-Santa-Maria-162981,Jonathan Santa Maria,Johnny Tsunami,02/12/1984,36.0,,"Santa Fe Springs, California",United States,"5'5""",125 lbs,Reign MMA,Flyweight,3,1,0,2,,3,1,1,3,
4911,/fighter/Jessie-Rafols-40889,Jessie Rafols,The Finisher,,,,,Philippines,"5'7""",135 lbs,Insider Boxing Gym,Bantamweight,8,1,6,0,1.0,8,2,5,0,0.0
4912,/fighter/Chris-Bell-30571,Chris Bell,Triple Threat,,,,,United States,"5'11""",190 lbs,,Light Heavyweight,11,6,4,1,,11,1,4,0,
4913,/fighter/Egidijus-Valavicius-2598,Egidijus Valavicius,,23/12/1978,42.0,,Marijampole,Lithuania,"6'0""",205 lbs,Flawless MMA,Light Heavyweight,29,18,6,5,,29,3,5,4,
4914,/fighter/Anthony-Morrison-16722,Anthony Morrison,Cheesesteak,29/03/1984,37.0,,"Philadelphia, Pennsylvania",United States,"5'7""",145 lbs,Daddis Fight Camps,Featherweight,20,10,4,6,,20,4,7,1,
4915,/fighter/Rafael-Carvalho-89589,Rafael Carvalho,,27/07/1986,35.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"6'3""",185 lbs,LA Sports,Middleweight,16,12,0,4,,16,1,2,3,
4916,/fighter/Christian-Edwards-270755,Christian Edwards,,05/11/1998,22.0,,Oklahoma,United States,"6'5""",205 lbs,,Light Heavyweight,5,2,1,2,,5,0,0,0,
4917,/fighter/Antonio-Braga-Neto-19530,Antonio Braga Neto,,29/10/1987,33.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"6'3""",185 lbs,Team Nogueira,Middleweight,9,1,7,1,,9,1,0,2,
4918,/fighter/Joe-Stevenson-65,Joe Stevenson,Daddy,15/06/1982,39.0,,"Victorville, California",United States,"5'7""",155 lbs,Joe Stevenson's Cobra Kai,Lightweight,33,9,13,11,,33,2,5,9,
4919,/fighter/Dustin-Kempf-18464,Dustin Kempf,The Reaper,26/07/1985,36.0,,"Leetonia, Ohio",United States,"5'7""",155 lbs,Instigator Fight Team,Lightweight,8,2,6,0,,8,2,7,0,
4920,/fighter/Ben-Nguyen-8183,Ben Nguyen,10,03/08/1988,33.0,,"Sioux Falls, South Dakota",United States,"5'5""",125 lbs,Integrated MMA,Flyweight,16,8,5,3,,16,6,2,1,
4921,/fighter/Roger-Severson-171309,Roger Severson,Rare Breed,29/05/1986,35.0,,"Vallejo, California",United States,"5'9""",140 lbs,Torres MMA Sport,Featherweight,3,0,0,3,,3,0,3,2,
4922,/fighter/Booker-Arthur-60281,Booker Arthur,,16/11/1990,30.0,,,United States,"5'6""",155 lbs,,Lightweight,4,1,2,1,,4,1,0,4,
4923,/fighter/Chad-Reiner-14016,Chad Reiner,The Grinder,29/06/1981,40.0,,"Omaha, Nebraska",United States,"6'0""",170 lbs,Premier Combat Center,Welterweight,33,11,16,6,,33,10,6,2,
4924,/fighter/Renee-Forte-37684,Renee Forte,,27/03/1987,34.0,,"Fortaleza, Ceara",Brazil,"5'8""",156 lbs,Team Renee Forte,Lightweight,8,2,2,4,,8,2,1,1,
4925,/fighter/Daniel-Tabera-4476,Daniel Tabera,The Gladiator,25/12/1977,43.0,,Valencia,Spain,"5'11""",170 lbs,Espanha Imperial,Welterweight,18,4,6,8,,18,2,1,5,
4926,/fighter/Leonardo-Morales-111777,Leonardo Morales,Chimmy,22/12/1992,28.0,,Managua,Nicaragua,"5'11""",137 lbs,Gladiadores MMA,Featherweight,8,5,2,1,,8,1,1,2,
4927,/fighter/Duane-Bastress-52084,Duane Bastress,,30/05/1983,38.0,,"New Cumberland, Pennsylvania",United States,"5'10""",185 lbs,Central Pennsylvania Martial Arts Academy,Middleweight,7,5,1,1,,7,1,1,0,
4928,/fighter/Allen-Berube-16459,Allen Berube,Monstah,25/08/1974,46.0,,"Biddeford, Maine",United States,"5'8""",155 lbs,Gracie Tampa,Lightweight,4,0,2,2,,4,2,1,0,
4929,/fighter/Miguel-Baeza-231403,Miguel Baeza,Caramel Thunder,23/08/1992,28.0,,"Davie, Florida",United States,"6'2""",170 lbs,MMA Masters,Welterweight,10,7,1,2,,10,0,0,1,
4930,/fighter/Gilbert-Yvel-323,Gilbert Yvel,The Hurricane,30/06/1976,45.0,,Amsterdam,Netherlands,"6'2""",225 lbs,Throwdown,Heavyweight,40,34,6,0,0.0,40,5,2,6,3.0
4931,/fighter/Mairbek-Taisumov-33161,Mairbek Taisumov,Beckan,08/08/1988,33.0,,"Grozny, Chechnya",Russia,"5'9""",155 lbs,Team Taisumov,Lightweight,27,15,9,2,1.0,27,1,1,4,0.0
4932,/fighter/David-Khalsa-248651,David Khalsa,Demolition Man,,,,Kidderminster,England,"0'0""",145 lbs,,Featherweight,2,0,1,1,,2,4,1,1,
4933,/fighter/Justin-Gaethje-46648,Justin Gaethje,The Highlight,14/11/1988,32.0,,"Safford, Arizona",United States,"5'11""",155 lbs,Genesis Training Center,Lightweight,22,19,1,2,,22,2,1,0,
4934,/fighter/Yusaku-Inoue-45670,Yusaku Inoue,,30/12/1988,32.0,,"Sumida, Tokyo",Japan,"5'10""",155 lbs,Reversal Gym Kawaguchi Redips,Lightweight,11,6,1,4,,11,1,1,2,
4935,/fighter/Lee-Burns-227541,Lee Burns,,13/07/1984,37.0,,"St. Louis, Missouri",United States,"6'4""",247 lbs,,Heavyweight,3,2,1,0,,3,1,1,0,
4936,/fighter/Naoki-Inoue-158487,Naoki Inoue,,14/06/1997,24.0,,"Toyohashi, Aichi",Japan,"5'8""",135 lbs,Hakushinkai Karate,Bantamweight,16,1,10,5,,16,0,0,2,
4937,/fighter/Jesse-Gross-55436,Jesse Gross,The Ghost,15/09/1987,33.0,,"London, Ontario",Canada,"5'7""",145 lbs,Adrenaline Training Center,Featherweight,10,7,0,3,,10,1,3,1,
4938,/fighter/Kevin-Knabjian-7730,Kevin Knabjian,,05/07/1984,37.0,,"Chicago, Illinois",United States,"5'10""",156 lbs,Gilbert Grappling,Lightweight,12,7,5,0,,12,3,3,1,
4939,/fighter/Adrian-Henderson-96773,Adrian Henderson,A-Train,25/05/1979,42.0,,"Columbia, South Carolina",United States,"6'3""",260 lbs,,Heavyweight,8,4,3,1,,8,2,0,1,
4940,/fighter/Brandon-Shelhart-52211,Brandon Shelhart,,,,,"South Bend, Indiana",United States,"5'1""",135 lbs,Bulldog Fight Team,Bantamweight,5,0,2,3,,5,0,0,1,
4941,/fighter/Luc-Bondole-123801,Luc Bondole,,02/07/1982,39.0,,"Portland, Maine",United States,"6'2""",185 lbs,American Gym,Middleweight,5,0,1,4,,5,3,0,0,
4942,/fighter/Reuben-Duran-26602,Reuben Duran,Hurricane,02/07/1983,38.0,,"Fontana, California",United States,"5'7""",135 lbs,CQuence Jiu-Jitsu,Bantamweight,13,4,5,4,,13,2,1,4,
4943,/fighter/Andrew-Lazo-113645,Andrew Lazo,,29/04/1994,27.0,,"Riverside, California",United States,"5'8""",155 lbs,Fight Ugly,Lightweight,9,3,6,0,,9,2,6,0,
4944,/fighter/Leonardo-Mafra-Texeira-76653,Leonardo Mafra Texeira,Macarrao,25/04/1989,32.0,,"Balneario Camboriu, Santa Catarina",Brazil,"5'10""",170 lbs,Kings MMA,Welterweight,15,9,1,5,,15,4,2,0,
4945,/fighter/Daniel-Compton-120661,Daniel Compton,Santo,02/10/1988,32.0,,"Santa Cruz, California",United States,"6'2""",185 lbs,Smash Fighter Fight Team,Middleweight,4,0,3,1,,4,2,1,0,
4946,/fighter/Mark-O-Madsen-145559,Mark O. Madsen,The Olympian,23/09/1984,36.0,,Nykobing Falster,Denmark,"5'10""",170 lbs,Rumble Sports,Welterweight,10,3,3,4,,10,0,0,0,
4947,/fighter/Zach-Underwood-46273,Zach Underwood,Thunderwood,,,,"Nashville, Tennessee",United States,"5'9""",155 lbs,,Lightweight,13,3,0,10,,13,3,0,4,
4948,/fighter/Brian-White-32473,Brian White,,,,,"Pontotoc, Mississippi",United States,"6'1""",170 lbs,,Welterweight,5,4,1,0,0.0,5,3,3,0,1.0
4949,/fighter/Sean-Brady-126971,Sean Brady,,23/11/1992,28.0,,"Philadelphia, Pennsylvania",United States,"5'9""",170 lbs,Renzo Gracie Philly,Welterweight,14,3,4,7,,14,0,0,0,
4950,/fighter/Yoji-Anjo-182,Yoji Anjo,Mr. 200%,31/12/1969,51.0,,"Suginami, Tokyo",Japan,"5'11""",198 lbs,Team Kingdom,Light Heavyweight,0,0,0,0,,0,2,2,1,
4951,/fighter/Takanori-Gomi-425,Takanori Gomi,The Fireball Kid,22/09/1978,42.0,,Kanagawa,Japan,"5'8""",155 lbs,Kugayama Rascal,Lightweight,36,14,6,16,,36,4,8,3,
4952,/fighter/Ben-Earwood-266,Ben Earwood,,,,,"Bettendorf, Iowa",United States,"5'8""",170 lbs,Miletich Martial Arts,Welterweight,12,2,6,2,2.0,12,1,0,2,0.0
4953,/fighter/Brian-Rogers-22583,Brian Rogers,The Professional Predator,15/02/1984,37.0,,"Independence, Ohio",United States,"5'11""",185 lbs,Factory X,Middleweight,14,10,2,2,,14,4,0,5,
4954,/fighter/Dan-Henderson-195,Dan Henderson,Hendo,24/08/1970,50.0,,"Temecula, California",United States,"6'1""",185 lbs,Team Quest,Middleweight,32,17,1,14,,32,3,4,8,
4955,/fighter/Tony-Hervey-18986,Tony Hervey,Lionheart,19/12/1985,35.0,,"Detroit, Michigan",United States,"5'8""",154 lbs,Stealth Squad,Lightweight,16,11,4,1,,16,1,6,12,
4956,/fighter/Gianni-Subba-113449,Gianni Subba,,04/12/1992,28.0,,"Kuala Lumpur, Federal Territory",Malaysia,"5'8""",125 lbs,Bali Muay Thai & MMA,Flyweight,9,3,2,4,,9,0,1,2,
4957,/fighter/Brandon-Seyler-75260,Brandon Seyler,Soku,01/09/1989,31.0,,"Frisco, Texas",United States,"5'7""",144 lbs,Next Generation,Featherweight,8,1,6,1,,8,1,1,5,
4958,/fighter/Keith-Rockel-2093,Keith Rockel,,28/08/1965,55.0,,"Amherst, Massachusettes",United States,"6'0""",185 lbs,Team Elite,Middleweight,12,4,6,2,,12,1,2,1,
4959,/fighter/Kenny-Foster-38740,Kenny Foster,,16/06/1985,36.0,,"Cortland, New York",United States,"5'8""",155 lbs,Team Bombsquad,Lightweight,12,1,5,6,,12,1,6,6,
4960,/fighter/Frank-Caraballo-36530,Frank Caraballo,The Tank,18/12/1984,36.0,,"Cleveland, Ohio",United States,"5'8""",144 lbs,Fearless Fight Team,Featherweight,15,6,5,4,,15,3,3,4,
4961,/fighter/Al-Iaquinta-42817,Al Iaquinta,Raging,30/04/1987,34.0,,"New York City, New York",United States,"5'7""",155 lbs,Serra-Longo Fight Team,Lightweight,14,7,1,6,,14,0,3,3,
4962,/fighter/Ilia-Topuria-202445,Ilia Topuria,El Matador,21/01/1997,24.0,,Alicante,Spain,"5'8""",145 lbs,Climent Club,Featherweight,11,3,7,1,,11,0,0,0,
4963,/fighter/Morgan-Sickinger-22946,Morgan Sickinger,The Captain,10/07/1985,36.0,,"Manitowoc, Wisconsin",United States,"5'8""",145 lbs,Unified Martial Arts,Featherweight,21,2,14,4,1.0,21,4,4,6,0.0
4964,/fighter/Humberto-Brown-45721,Humberto Brown,,03/11/1984,36.0,,Panama City,Panama,"5'9""",145 lbs,Alley Cat Fight Team,Featherweight,5,0,3,2,,5,1,5,0,
4965,/fighter/John-Alessio-259,John Alessio,The Natural,05/07/1979,42.0,,"Vancouver, British Columbia",Canada,"5'10""",155 lbs,Xtreme Couture,Lightweight,35,10,15,8,2.0,35,2,7,7,1.0
4966,/fighter/Justin-Moore-168841,Justin Moore,,09/11/1984,36.0,,"Poole, Dorset",England,"5'9""",185 lbs,Phoenix MMA,Middleweight,10,6,4,0,,10,2,3,0,
4967,/fighter/Li-Wei-Bin-183211,Li Wei Bin,,05/08/1996,25.0,,Chongqing,China,"5'6""",125 lbs,Yu Hao Fight Club,Flyweight,3,0,1,2,,3,1,0,0,
4968,/fighter/Joshua-Burkman-10003,Joshua Burkman,The People's Warrior,04/10/1980,40.0,,"Salt Lake City, Utah",United States,"5'10""",155 lbs,The Pit Elevated Fight Team,Lightweight,28,7,10,11,,28,2,9,7,
4969,/fighter/Mike-Wilkins-37446,Mike Wilkins,Iron City,23/12/1986,34.0,,"Pittsburgh, Pennsylvania",United States,"5'10""",155 lbs,Renzo Gracie Pittsburgh,Lightweight,9,2,5,2,,9,0,3,2,
4970,/fighter/Cesar-Gonzalez-179097,Cesar Gonzalez,Cubby,25/02/1989,32.0,,"Vallejo, California",United States,"5'8""",155 lbs,Train 4 Life Center,Lightweight,2,0,0,2,,2,0,1,3,
4971,/fighter/Mahmoud-Salama-95539,Mahmoud Salama,Iron Man,03/03/1977,44.0,,Cairo,Egypt,"5'7""",184 lbs,Egyptian Top Team,Middleweight,10,9,1,0,,10,5,3,0,
4972,/fighter/Mario-Navarro-41086,Mario Navarro,Handsome,03/05/1983,38.0,,"Westminster, California",United States,"5'11""",145 lbs,Misfits MMA and Fitness,Featherweight,4,1,3,0,,4,2,2,2,
4973,/fighter/Dalcha-Lungiambula-167487,Dalcha Lungiambula,Champion,31/07/1985,36.0,,"Cape Town, Western Cape",South Africa,"5'10""",185 lbs,Dragon Power,Middleweight,11,5,1,5,,11,1,1,0,
4974,/fighter/Stav-Economou-19835,Stav Economou,Crazy Bear,07/07/1986,35.0,,Southend-on-Sea,Cyprus,"6'1""",250 lbs,Sure Grip Vale Tudo,Heavyweight,18,9,6,3,,18,0,2,3,
4975,/fighter/Liam-McGeary-66510,Liam McGeary,,04/10/1982,38.0,,"Andover, Hampshire",England,"6'6""",205 lbs,Team Renzo Gracie,Light Heavyweight,13,7,5,1,,13,2,1,1,
4976,/fighter/Gita-Suharsono-317465,Gita Suharsono,,,,,,Indonesia,"0'0""",105 lbs,,Atomweight,0,0,0,0,,0,0,0,1,
4977,/fighter/Vinny-Magalhaes-10709,Vinny Magalhaes,Pezao,02/07/1984,37.0,,Rio de Janeiro,Brazil,"6'3""",205 lbs,Syndicate MMA,Light Heavyweight,19,3,15,1,,19,5,1,6,
4978,/fighter/Marcelo-Alfaya-5997,Marcelo Alfaya,Mello,19/12/1978,42.0,,Las Vegas,United States,"5'11""",170 lbs,Team Nogueira,Welterweight,18,6,6,6,,18,5,0,6,
4979,/fighter/Mike-Wessel-25524,Mike Wessel,The Juggernaut,02/12/1977,43.0,,"Little Rock, Arkansas",United States,"6'0""",263 lbs,Westside Fight Team,Heavyweight,15,8,1,6,,15,7,1,0,
4980,/fighter/Chris-Decaro-44367,Chris Decaro,,20/05/1986,35.0,,"Cooper City, Florida",United States,"0'0""",185 lbs,,Middleweight,1,1,0,0,,1,0,1,0,
4981,/fighter/Igor-Almeida-18018,Igor Almeida,The Legend,13/09/1979,41.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"6'0""",184 lbs,,Middleweight,6,0,6,0,,6,3,0,0,
4982,/fighter/Jianping-Yang-26365,Jianping Yang,,07/01/1986,35.0,,,China,"5'8""",140 lbs,Fight Emperor,Featherweight,11,2,8,1,0.0,11,1,1,1,1.0
4983,/fighter/Mike-Stevens-175505,Mike Stevens,,,,,"Winston-Salem, North Carolina",United States,"6'0""",155 lbs,,Lightweight,8,6,2,0,,8,3,1,1,
4984,/fighter/Chris-Spicer-35421,Chris Spicer,,,,,"Waco, Texas",United States,"0'0""",185 lbs,Relson Gracie Waco,Middleweight,4,1,3,0,,4,2,1,1,
4985,/fighter/Marcos-Mariano-182785,Marcos Mariano,Dhalsim,12/10/1986,34.0,,"Guarulhos, Sao Paulo",Brazil,"6'1""",155 lbs,Killer Bees,Lightweight,7,2,2,3,,7,1,3,2,
4986,/fighter/Philip-Mulpeter-68272,Philip Mulpeter,The Honeybadger,17/11/1988,32.0,,"Portarlington, Laois",Ireland,"5'10""",170 lbs,SBG Ireland,Welterweight,10,5,2,3,,10,3,0,3,
4987,/fighter/Aaron-Wilkinson-39265,Aaron Wilkinson,The Daywalker,31/01/1987,34.0,,"Manchester, Greater Manchester",England,"5'10""",170 lbs,Straight Blast Gym,Welterweight,11,2,7,2,,11,2,4,1,
4988,/fighter/Pat-Kyaw-Lin-Naing-259687,Pat Kyaw Lin Naing,,,,,,Myanmar,"0'0""",125 lbs,,Flyweight,0,0,0,0,,0,0,0,1,
